filepaths,labels,data set,scientific name,order
train/JAVA SPARROW/123.jpg,JAVA SPARROW,train,lonchura oryzivora,sparrows
train/JAVA SPARROW/145.jpg,JAVA SPARROW,train,lonchura oryzivora,sparrows
train/JAVA SPARROW/086.jpg,JAVA SPARROW,train,lonchura oryzivora,sparrows
train/JAVA SPARROW/133.jpg,JAVA SPARROW,train,lonchura oryzivora,sparrows
train/JAVA SPARROW/157.jpg,JAVA SPARROW,train,lonchura oryzivora,sparrows
train/KING EIDER/004.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/006.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/005.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/085.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/007.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/002.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/003.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/036.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/013.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/014.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/015.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/016.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/001.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/018.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/031.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/012.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/076.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/035.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/069.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/028.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/039.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/032.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/029.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/020.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/034.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/030.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/019.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/077.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/033.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/074.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/037.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/022.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/023.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/011.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/021.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/041.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/010.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/027.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/025.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/038.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/040.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/080.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/084.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/045.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/049.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/047.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/051.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/009.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/046.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/060.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/052.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/059.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/075.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/053.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/043.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/061.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/054.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/058.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/056.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/026.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/017.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/024.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/067.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/050.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/042.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/070.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/071.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/072.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/073.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/063.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/083.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/066.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/068.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/044.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/057.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/064.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/081.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/062.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/008.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/055.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/079.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/048.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/082.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/065.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/078.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/149.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/144.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/128.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/093.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/094.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/107.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/089.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/099.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/140.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/127.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/101.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/103.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/104.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/088.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/119.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/124.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/106.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/090.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/170.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/092.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/100.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/105.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/152.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/114.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/098.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/086.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/110.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/111.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/112.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/113.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/108.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/102.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/135.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/122.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/123.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/109.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/125.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/126.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/095.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/120.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/097.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/121.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/096.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/115.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/133.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/141.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/136.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/137.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/138.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/117.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/116.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/132.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/130.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/143.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/150.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/163.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/131.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/142.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/145.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/146.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/147.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/118.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/134.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/139.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/148.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/160.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/153.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/155.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/129.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/154.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/159.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/166.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/167.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/161.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/168.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/164.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/087.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/157.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/158.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/162.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/151.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/165.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/156.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/169.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING EIDER/091.jpg,KING EIDER,train,somateria spectabilis,ducks
train/KING VULTURE/060.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/004.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/005.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/006.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/009.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/010.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/003.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/008.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/012.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/014.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/054.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/042.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/047.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/028.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/011.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/001.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/002.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/007.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/017.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/020.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/021.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/022.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/023.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/025.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/029.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/015.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/030.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/031.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/013.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/027.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/033.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/037.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/044.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/058.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/024.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/063.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/051.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/059.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/039.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/050.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/041.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/046.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/038.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/018.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/049.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/067.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/043.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/048.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/032.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/036.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/056.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/045.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/065.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/064.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/062.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/061.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/026.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/016.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/066.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/055.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/068.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/053.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/040.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/052.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/034.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/035.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/019.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/057.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/083.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/087.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/096.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/093.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/077.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/082.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/081.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/080.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/079.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/101.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/073.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/072.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/071.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/102.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/084.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/074.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/090.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/097.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/131.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/069.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/112.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/088.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/089.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/085.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/115.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/098.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/091.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/099.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/100.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/086.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/094.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/092.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/095.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/136.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/125.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/076.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/133.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/109.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/120.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/119.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/103.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/118.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/117.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/116.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/122.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/121.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/111.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/110.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/108.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/107.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/106.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/075.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/105.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/104.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/127.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/123.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/129.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/124.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/128.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/134.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/130.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/126.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/132.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/114.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/135.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/113.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/070.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/KING VULTURE/078.jpg,KING VULTURE,train,sarcoramphus papa,eagles
train/MAGPIE GOOSE/071.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/070.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/013.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/053.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/028.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/037.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/002.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/012.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/014.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/011.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/004.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/006.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/010.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/019.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/009.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/003.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/034.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/022.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/024.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/001.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/008.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/026.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/020.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/021.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/027.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/051.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/033.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/029.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/030.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/031.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/032.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/017.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/023.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/016.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/061.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/025.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/046.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/048.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/043.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/044.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/042.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
train/MAGPIE GOOSE/040.jpg,MAGPIE GOOSE,train,anseranas semipalmata,ducks
