Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
2020-08-26,"Gloucestershire, United Kingdom",United Kingdom,Fatal,Substantial,Glider,SCHLEICHER,ASH25,No,,,,2.0,0.0,0.0,0.0,,,
2020-08-28,"Bucharest, Romania",Romania,Non-Fatal,Substantial,Airplane,Boeing,767,No,2.0,Turbo Fan,,0.0,0.0,0.0,66.0,,,
2020-08-28,"Lago, Nigeria",Nigeria,,Destroyed,Helicopter,BELL,206,No,,,,0.0,0.0,0.0,0.0,,,
2020-08-28,"Teresina, Brazil",Brazil,Fatal,Destroyed,Airplane,BEECH,35,No,,,,1.0,0.0,0.0,0.0,,,
2020-08-29,"Tokyo, Japan",Japan,Non-Fatal,Substantial,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,76.0,,,
2020-08-30,"Fur airport, Denmark",Denmark,Fatal,Destroyed,Airplane,COMMANDER,114,No,,,,4.0,0.0,0.0,0.0,,,
2020-09-08,"West Midland, United Kingdom",United Kingdom,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2020-09-10,"Gallivare, Sweden",Sweden,Non-Fatal,Minor,Airplane,BOMBARDIER,CL600 2D24,No,,,,0.0,0.0,0.0,23.0,,,
2020-09-10,"Slagelse, Denmark",Denmark,Non-Fatal,Minor,Airplane,PIPER,PA28R,No,,,,0.0,0.0,0.0,1.0,,,
2020-09-10,"Roskilde, Denmark",Denmark,Non-Fatal,,Airplane,CHAMPION,8KCAB,No,,,,0.0,0.0,0.0,2.0,,,
2020-09-10,"Roskilde, Denmark",Denmark,Non-Fatal,,Airplane,BELLANCA,8KCAB,No,,,,0.0,0.0,0.0,2.0,,,
2020-09-12,"Khartoum, South Sudan",South Sudan,,Minor,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2020-09-13,"Lasne, Belgium",Belgium,Fatal,Destroyed,Airplane,RANS,S6,No,,,,2.0,0.0,0.0,0.0,,,
2020-09-16,"Los Laureles, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,206,No,,,,2.0,0.0,0.0,0.0,,,
2020-09-16,"Los Laureles, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,TU206G,No,1.0,,,2.0,0.0,0.0,0.0,,,
2020-09-19,"Moosburg, Germany",Germany,Fatal,Destroyed,Airplane,RAVEN AIRCRAFT CORPPRATION,RAVEN,Yes,,,,2.0,0.0,0.0,0.0,,,
2020-09-19,"Criterion, South Africa",South Africa,,Unknown,Airplane,CESSNA,210,No,,,,0.0,0.0,0.0,0.0,,,
2020-09-19,"Rooibok-Kraal, South Africa",South Africa,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,1.0,Unk,,
2020-09-19,"Chihuahua City, Mexico",Mexico,,,Airplane,BOMBARDIER,CL600 2C10,No,,,,0.0,0.0,0.0,0.0,,,
2020-09-20,"Kulmbach, Germany",Germany,Fatal,Destroyed,Airplane,Pitts,S1,Yes,1.0,,,1.0,0.0,0.0,0.0,,,
2020-09-21,"Cork, OF",Ireland,Non-Fatal,Substantial,Airplane,PIPER,PA34,No,,,,0.0,2.0,0.0,0.0,,,
2020-09-22,"Al Thumamah (OETH-Riyad), Saudi Arabia",Saudi Arabia,Fatal,Destroyed,Airplane,CESSNA,172,No,,,,1.0,0.0,0.0,0.0,,,
2020-09-23,"Beef Island, OF",Virgin Islands,,Unknown,Airplane,CESSNA,208B,No,,,,0.0,0.0,0.0,0.0,,,
2020-09-24,"Minas City, OF",Uruguay,,Unknown,Airplane,CESSNA,182,No,,,,0.0,0.0,0.0,0.0,,,
2020-09-25,"Sola, OF",Norway,Non-Fatal,,Helicopter,SIKORSKY,S92,No,2.0,,Business,0.0,0.0,0.0,5.0,Unk,,
2020-09-26,"Linkoping, Sweden",Sweden,Non-Fatal,Substantial,Airplane,CESSNA,180D,No,1.0,,,0.0,0.0,0.0,2.0,,,
2020-09-28,"Le Chevillotte, France",France,Fatal,Destroyed,Airplane,CIRRUS,SR22,No,1.0,,Personal,3.0,0.0,0.0,0.0,,,
2020-10-01,"Nawabshah, Pakistan",Pakistan,,,Airplane,AIRBUS,A330,No,,,,0.0,0.0,0.0,0.0,,,
2020-10-02,"London, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,BOEING,787,No,,,,0.0,0.0,0.0,67.0,,,
2020-10-02,"Semera, Ethiopia",Ethiopia,Non-Fatal,Destroyed,Airplane,AIR TRACTOR,AT502,No,,,,0.0,1.0,0.0,0.0,,,
2020-10-03,"Amsterdam, Netherlands (the)",Netherlands,Non-Fatal,Unknown,Airplane,BOEING,787-800,No,,,,0.0,0.0,0.0,186.0,,,
2020-10-03,"Makassar, Indonesia",Indonesia,,,Airplane,ATR,ATR72,No,,,,0.0,0.0,0.0,0.0,,,
2020-10-04,"Bogata, Colombia",Colombia,,Substantial,Airplane,AIRBUS,A320-214,No,2.0,,,0.0,0.0,0.0,0.0,,,
2020-10-05,"Peremoha, Ukraine",Ukraine,Fatal,Destroyed,Airplane,ANG,1,No,,,,2.0,0.0,0.0,0.0,,,
2020-10-06,"San Jose, Philippines",Philippines,,Unknown,Airplane,BOEING,737-4B6,No,,,,0.0,0.0,0.0,0.0,,,
2020-10-07,"Romsey, United Kingdom",United Kingdom,Non-Fatal,Destroyed,Airplane,CESSNA,185A,No,,,,0.0,0.0,1.0,0.0,,,
2020-10-08,"Langdorp, Belgium",Belgium,Non-Fatal,Substantial,Airplane,CIRRUS,SR22,No,,,,0.0,0.0,0.0,2.0,,,
2020-10-09,"Juan Jose Rios, Mexico",Mexico,Fatal,Substantial,Airplane,PIPER,PA25,No,,,,1.0,0.0,0.0,0.0,,,
2020-10-10,"Guiuan, Eastern Samar, Philippines",Philippines,,,Airplane,BOEING,777,No,,,,0.0,0.0,0.0,0.0,,,
2020-10-10,"Schwenningen, Germany",Germany,Non-Fatal,Substantial,Airplane,PIPER,PA46,No,,,,0.0,0.0,0.0,2.0,,,
2020-10-10,"Loches, France",France,Fatal,,,Robin,DR400,No,,,,5.0,0.0,0.0,0.0,,,
2020-10-11,"Troutbeck, United Kingdom",United Kingdom,Fatal,Unknown,Airplane,CESSNA,FRA150,No,,,,1.0,0.0,0.0,0.0,,,
2020-10-13,"Ubate-Cundinamarca, Colombia",Colombia,Fatal,Substantial,Airplane,PIPER,PA28RT,No,,,,3.0,0.0,1.0,0.0,,,
2020-10-15,"Passa Tres, Rio Claro, Brazil",Brazil,Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,,2.0,0.0,0.0,0.0,,,
2020-10-17,"Melili, Kenya",Kenya,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,3.0,,,
2020-10-20,"Valencia, Venezuela",Venezuela,Non-Fatal,,Airplane,BOEING,727,No,,,,0.0,0.0,0.0,3.0,Unk,,
2020-10-22,"Limpopo Province, OF",South Africa,,Substantial,Airplane,PIPER,PA46,No,,,,0.0,0.0,0.0,0.0,,,
2020-10-23,"Cheworez, Zimbabwe",Zimbabwe,Fatal,Substantial,Airplane,CESSNA,182,No,,,,1.0,2.0,1.0,0.0,,,
2020-10-24,"Freeport, Bahamas",Bahamas,Non-Fatal,Substantial,Airplane,EMBRAER,EMB145,No,2.0,,,0.0,0.0,0.0,28.0,,,
2020-10-25,"Cervinia, Italy",Italy,,Substantial,Helicopter,ROBINSON,R44,No,1.0,,,0.0,0.0,0.0,0.0,,,
2020-10-27,"Pickle Lake, Canada",Canada,Non-Fatal,,Airplane,CESSNA,208,No,,,,0.0,0.0,0.0,1.0,,,
2020-10-29,"Port Moresby, OF",Papua New Guinea,Non-Fatal,Minor,Airplane,CESSNA,525,No,,,,0.0,0.0,0.0,6.0,,,
2020-10-30,"Toussus-le-Noble, OF",France,Non-Fatal,Destroyed,Airplane,CESSNA,401B,No,2.0,,,0.0,0.0,0.0,3.0,,,
2020-10-30,"Lusaka, Rwanda",Rwanda,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2020-10-31,"Kirkwood, OF",South Africa,Fatal,Destroyed,Airplane,PIPER,PA-25-235,No,1.0,,,1.0,0.0,0.0,0.0,,,
2020-10-31,"Port Elizabeth, OF",South Africa,Fatal,Destroyed,Airplane,PIPER,PA-25-235D,No,,,,1.0,0.0,0.0,0.0,,,
2020-11-03,"Reus, OF",Spain,Fatal,Substantial,Airplane,PIPER,PA34,No,2.0,,,2.0,0.0,0.0,0.0,,,
2020-11-05,"Mendoza, Argentina",Argentina,Non-Fatal,Substantial,Airplane,FAIRCHILD,227,No,,,,0.0,0.0,0.0,13.0,,,
2020-11-06,"Nelspruit, South Africa",South Africa,Fatal,Substantial,Airplane,CIRRUS,SR22,No,1.0,,,1.0,0.0,0.0,0.0,,,
2020-11-07,"Durango, OF",Mexico,Fatal,Substantial,Airplane,CESSNA,182,No,,,,3.0,0.0,0.0,0.0,,,
2020-11-08,"Guatemala City, OF",Guatemala,Fatal,Destroyed,Airplane,Quest,Kodiak 100,No,1.0,,,2.0,0.0,0.0,0.0,,,
2020-11-10,"Kala, OF",Tanzania,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,,,0.0,1.0,3.0,1.0,,,
2020-11-12,"Avoch, United Kingdom",United Kingdom,Fatal,Destroyed,Helicopter,Rotorsport UK,Cavalon,No,1.0,,,1.0,0.0,0.0,0.0,,,
2020-11-14,"Sao Pedro, SP, Brazil",Brazil,Fatal,Substantial,Airplane,BEECH,95B55,No,,,,1.0,0.0,0.0,0.0,,,
2020-11-15,"Esperanza, Las Americas",Dominican Republic,Non-Fatal,Substantial,Airplane,CESSNA,188,No,,,,0.0,0.0,1.0,0.0,,,
2020-11-17,"Open Door, OF",Argentina,Fatal,,,PIPER,PA11,No,,,Instructional,2.0,0.0,0.0,0.0,,,
2020-11-18,"Katale, OF",South Africa,Fatal,Destroyed,Airplane,CESSNA,172,No,,Reciprocating,,1.0,0.0,0.0,0.0,,,
2020-11-22,"Capetown, South Africa",South Africa,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2020-11-24,"Beer-Sheba, Israel",Israel,Fatal,Destroyed,Airplane,GROB,120A-1,No,,,,2.0,0.0,0.0,0.0,,,
2020-11-26,"Nunavut, Canada",Canada,Non-Fatal,Minor,Airplane,ATR,ATR42,No,2.0,,,0.0,1.0,0.0,2.0,,,
2020-11-27,"Singapore, Senegal",Senegal,Non-Fatal,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,6.0,,,
2020-12-01,"Silao, Mexico",Mexico,,,Airplane,BOEING,757,No,,,,0.0,0.0,0.0,0.0,,,
2020-12-02,"Garowe, Somalia",Somalia,Non-Fatal,Minor,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,39.0,,,
2020-12-02,"Tallong, OF",Australia,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,1.0,,,2.0,0.0,0.0,0.0,,,
2020-12-03,"Sao Paulo, Brazil",Brazil,,,Airplane,BOEING,737-8EH,No,,,,0.0,0.0,0.0,0.0,,,
2020-12-04,"Naha, Japan",Japan,Non-Fatal,,,BOEING,777,No,,,Unknown,0.0,0.0,0.0,0.0,,,
2020-12-05,"Katowice, Poland",Poland,Non-Fatal,Minor,Airplane,BOEING,737,No,2.0,,Business,0.0,0.0,0.0,2.0,,,
2020-12-11,"Mambucaba, Brazil",Brazil,Fatal,Substantial,Helicopter,BELL,206,No,,,,1.0,0.0,0.0,0.0,,,
2020-12-13,"Urbanizacion Bassetes, OF",Spain,,Destroyed,Airplane,AFICIONADO,MINI-MAX EROS,No,,,,0.0,0.0,0.0,0.0,,,
2020-12-22,"Clare, Australia",Australia,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,1.0,,,
2020-12-25,"Johannesburg, South Africa",South Africa,,,Airplane,BOEING,737,No,2.0,,,0.0,0.0,0.0,0.0,,,
2020-12-26,"Sela, OF",Indonesia,Non-Fatal,Substantial,Airplane,CESSNA,208,No,,,,0.0,0.0,0.0,12.0,,,
2020-12-28,"Keflavik, Iceland",Iceland,,,Airplane,AIRBUS,A330,No,2.0,,Business,0.0,0.0,0.0,0.0,,,
2020-12-28,"Merida, Mexico",Mexico,Non-Fatal,Substantial,Airplane,EMBRAER SA,EMB-550,No,2.0,,,0.0,0.0,0.0,12.0,,,
2020-12-29,"Rancador, PR, Brazil",Brazil,Fatal,Destroyed,Airplane,CESSNA,177,No,,,,4.0,0.0,0.0,0.0,,,
2020-12-30,"San Jose, OF",Philippines,Non-Fatal,Minor,Airplane,BOEING,737-824,No,2.0,Turbo Fan,,0.0,0.0,0.0,129.0,,,
2020-12-30,"Ojiro in Shimada-City, Shizuoka, OF",Japan,Fatal,Unknown,Helicopter,ROBINSON,R66,No,,,,1.0,0.0,0.0,0.0,,,
2020-12-31,"Johannesburg, South Africa",South Africa,Non-Fatal,Minor,Airplane,BEECH,1900,No,,,,0.0,0.0,0.0,2.0,,,
2020-12-31,"Bogata, Colombia",Colombia,,Minor,Airplane,AIRBUS,A319-115,No,2.0,,,0.0,0.0,0.0,0.0,,,
2021-01-01,"Pulau Indah, Port Klang, Malaysia",Malaysia,Non-Fatal,Substantial,Helicopter,ROBINSON,R66,No,1.0,,,0.0,2.0,0.0,0.0,,,
2021-01-01,"Pulau Indah, Malaysia",Malaysia,,Unknown,Helicopter,ROBINSON,R66,No,,,,0.0,0.0,0.0,0.0,,,
2021-01-02,"Eaglesham, Canada",Canada,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,,4.0,0.0,0.0,0.0,,,
2021-01-04,"Mexico City, Mexico",Mexico,,,Airplane,BOEING,787-8,No,2.0,,,0.0,0.0,0.0,0.0,,,
2021-01-06,"Vila Velha, ES, Brazil",Brazil,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,,2.0,0.0,0.0,0.0,,,
2021-01-06,"Mexico City, Mexico",Mexico,Non-Fatal,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,160.0,,,
2021-01-08,"Bojaca-Cundinamarca, Colombia",Colombia,Fatal,Destroyed,Airplane,CESSNA,T303,No,,,,1.0,0.0,0.0,0.0,,,
2021-01-09,"Jakarta, Indonesia",Indonesia,Fatal,Destroyed,Airplane,BOEING,737,No,,,,62.0,0.0,0.0,0.0,,,
2021-01-09,"Guainia, Colombia",Colombia,Non-Fatal,,Airplane,CESSNA,U206,No,,,,0.0,0.0,0.0,1.0,,,
2021-01-09,"Rajshahi, OF",Bangladesh,Non-Fatal,Substantial,Airplane,CESSNA,152,No,,,,0.0,0.0,0.0,2.0,,,
2021-01-12,"Chibuya, Zimbabwe",Zimbabwe,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,,,0.0,0.0,1.0,3.0,,,
2021-01-12,"Salamanca, Spain",Spain,Non-Fatal,Minor,Airplane,SOCATA,TB10,No,,,,0.0,0.0,0.0,1.0,,,
2021-01-17,"Dubai, Turks And Caicos",Turks And Caicos,Non-Fatal,,Airplane,BOEING,777,No,,,,0.0,0.0,1.0,63.0,,,
2021-01-19,"Wolseley, OF",Wolseley,Fatal,Destroyed,Helicopter,BELL,206,No,,,,1.0,0.0,0.0,0.0,,,
2021-01-19,"Exeter, United Kingdom",United Kingdom,,Substantial,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-01-19,"Wolseley, OF",South Africa,Fatal,Destroyed,Helicopter,BELL,206,No,,,Aerial Application,1.0,0.0,0.0,0.0,,,
2021-01-19,"Sao Paulo, Brazil",Brazil,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-01-19,"Tapachula, Chiapas, Mexico",Mexico,Non-Fatal,Substantial,Airplane,CESSNA,401,No,2.0,,,0.0,0.0,1.0,0.0,,,
2021-01-21,"Ladysmith Kwa Zulu Natal Province., South Africa",South Africa,Fatal,Destroyed,Helicopter,BELL,430,No,,,,5.0,0.0,0.0,0.0,,,
2021-01-21,"Pena Larga, OF",Venezuela,Fatal,Substantial,Helicopter,MD HELICOPTER,369E,No,1.0,,,4.0,0.0,0.0,0.0,,,
2021-01-22,"Hoopstad, OF",South Africa,Fatal,Substantial,Airplane,AIR TRACTOR,AT402,No,1.0,,Aerial Application,1.0,0.0,0.0,0.0,,,
2021-01-23,"Los Mochis, Sinaloa, Mexico",Mexico,Non-Fatal,Substantial,Airplane,CANADAIR,CL600,No,,,,0.0,0.0,0.0,2.0,,,
2021-01-24,"Porto Nacional, OF",Brazil,Fatal,Substantial,Airplane,BEECH,95,No,,,Personal,6.0,0.0,0.0,0.0,,,
2021-01-25,"Durban, South Africa",South Africa,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-01-26,"Karachi, Pakistan",Pakistan,Non-Fatal,,Airplane,BOEING,747,No,4.0,,,0.0,0.0,0.0,10.0,,,
2021-01-26,"Buenos Aires, Argentina",Argentina,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-01-27,"Sydney, Australia",Australia,Non-Fatal,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,2.0,,,
2021-01-27,"Serra Azul, Brazil",Brazil,Non-Fatal,Substantial,Airplane,CESSNA,150,No,,,,0.0,1.0,0.0,0.0,,,
2021-01-27,"Region del Libertador Bernardo O�Higgins, Chile",Chile,Non-Fatal,Substantial,Helicopter,BELL,212,No,2.0,,,0.0,0.0,1.0,0.0,,,
2021-01-28,"Guerrero Negro, Mexico",Mexico,Non-Fatal,Substantial,Airplane,CESSNA,414,No,,,,0.0,0.0,0.0,6.0,,,
2021-01-30,"Antwerp, Belgium",Belgium,Non-Fatal,Substantial,Airplane,CESSNA,525,No,2.0,,,0.0,0.0,0.0,1.0,,,
2021-01-31,"Ourilandia do Norte, OF",Brazil,Fatal,Substantial,Airplane,CESSNA,T188,No,1.0,,,1.0,0.0,0.0,0.0,,,
2021-02-01,"Narita, Japan",Japan,Non-Fatal,Substantial,Airplane,BOEING,747,No,,,,0.0,0.0,0.0,2.0,,,
2021-02-01,"Viamao, OF",Brazil,Non-Fatal,Substantial,Airplane,CESSNA,188,No,,,Aerial Application,0.0,0.0,0.0,1.0,,,
2021-02-01,"Ledbury, Herefordshire, United Kingdom",United Kingdom,Non-Fatal,Substantial,Helicopter,ROTORWAY,EXEC,No,,,,0.0,0.0,0.0,1.0,,,
2021-02-02,"San Felix do Xingu, Brazil",Brazil,Fatal,Substantial,Airplane,CESSNA,182,No,1.0,,,1.0,0.0,0.0,0.0,,,
2021-02-02,"Toulouse, OF",France,,Substantial,Airplane,CESSNA,340A,No,2.0,,,0.0,0.0,0.0,0.0,,,
2021-02-02,"Bandelierkop, OF",South Africa,,Substantial,Helicopter,ROBINSON,R22,No,,,,0.0,0.0,0.0,0.0,,,
2021-02-03,"Kitakyushu, Japan",Japan,Non-Fatal,Unknown,Airplane,Textron Aviation,172S,No,,,,0.0,0.0,0.0,1.0,,,
2021-02-04,"Letsatsi Game Lodge, OF",South Africa,,Substantial,Airplane,AIR TRACTOR,AT502,No,,,,0.0,0.0,0.0,0.0,,,
2021-02-05,"Sefferweich, Germany",Germany,Fatal,Destroyed,Airplane,CESSNA,182,No,,,,1.0,0.0,0.0,0.0,,,
2021-02-06,"Kinshasa, Central Africa",Central Africa,,Minor,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-02-07,"London, United Kingdom",United Kingdom,Non-Fatal,,Airplane,BOEING,777,No,,,,0.0,0.0,0.0,12.0,,,
2021-02-09,"Courchevel, OF",France,Fatal,Destroyed,Helicopter,BELL,206B,No,,,,2.0,2.0,1.0,0.0,,,
2021-02-10,"La Morita, Mexico",Mexico,Non-Fatal,Minor,Airplane,CESSNA,182,No,,,,0.0,0.0,0.0,1.0,,,
2021-02-11,"Hughenden, OF",Australia,,Substantial,Helicopter,ROBINSON,R22,No,,,,0.0,0.0,0.0,0.0,,,
2021-02-11,"Nanyuki, Kenya",Kenya,Fatal,Destroyed,Airplane,AVIAT,A1C-180,No,1.0,,,2.0,0.0,0.0,0.0,,,
2021-02-12,"CONCEICAO DE ALAGOAS, OF",Brazil,Non-Fatal,,,PIPER,PA36,No,,,Aerial Application,0.0,0.0,0.0,1.0,,,
2021-02-12,"Culiacan, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,182,No,,,,3.0,0.0,0.0,0.0,,,
2021-02-13,"Novo Progresso, OF",Brazil,Non-Fatal,,,BEECH,A36,No,,,Personal,0.0,1.0,0.0,3.0,,,
2021-02-13,"Leipzig, Germany",Germany,,Minor,Airplane,BOEING,757,No,,,,0.0,0.0,0.0,0.0,,,
2021-02-17,"Wonderboom, OF",South Africa,Non-Fatal,Substantial,Helicopter,BELL,206,No,,,,0.0,0.0,0.0,1.0,,,
2021-02-20,"Vijayawada, OF",India,Non-Fatal,Substantial,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,137.0,,,
2021-02-20,"Cat Cay, OF",Bahamas,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,,,0.0,3.0,0.0,0.0,,,
2021-02-20,"Ilopango, OF",Spain,Fatal,Destroyed,Airplane,PIPER,PA-28-140,No,1.0,,,3.0,0.0,1.0,0.0,,,
2021-02-20,"Formiga, OF",Brazil,Non-Fatal,Substantial,Airplane,PIPER,PA28,No,,,,0.0,1.0,0.0,2.0,,,
2021-02-21,"Bloemfontein, OF",South Africa,Non-Fatal,Substantial,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,2.0,,,
2021-02-23,"Khvoyninsky District, Russia",Russia,Non-Fatal,Substantial,Helicopter,ROBINSON,R66,No,,,,0.0,0.0,0.0,1.0,,,
2021-02-24,"Amboise, OF",France,,Substantial,Airplane,CESSNA,177RG,No,,,,0.0,0.0,0.0,0.0,,,
2021-02-25,"Chihuahua, Mexico",Mexico,Non-Fatal,Minor,Airplane,M7 Aerospace,SA-227,No,,,,0.0,0.0,0.0,2.0,,,
2021-02-27,"Bollena, Italy",Italy,Fatal,Substantial,Helicopter,ROBINSON,R22,Yes,1.0,,,1.0,0.0,1.0,0.0,,,
2021-02-27,"Panama City, Panama",Panama,Non-Fatal,,Airplane,BOEING,767-316,No,2.0,,,0.0,0.0,0.0,3.0,,,
2021-02-28,"Panuco, Veracruz, Mexico",Mexico,,Unknown,Airplane,PIPER,PA25,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-01,"Ji'an City Jiangxi Province, China",China,Fatal,Substantial,Airplane,BEECH,B300,No,,,,5.0,0.0,0.0,0.0,,,
2021-03-02,"Buckinghamshire, United Kingdom",United Kingdom,Non-Fatal,,Helicopter,Airbus Helicopters,AS355,No,,,,0.0,0.0,0.0,1.0,,,
2021-03-02,"Courcelles-sur-Viosnes, France",France,Non-Fatal,Substantial,Airplane,PIPER,PA-30,No,2.0,,,0.0,0.0,0.0,2.0,,,
2021-03-03,"Odesa, OF",Ukraine,Non-Fatal,Minor,Airplane,CESSNA,501,No,,,,0.0,0.0,0.0,2.0,,,
2021-03-03,"Plettenburg Bay Airfield, South Africa, OF",South Africa,Non-Fatal,Unknown,Airplane,Hawker Beechcraft,4000,No,,,,0.0,0.0,0.0,3.0,,,
2021-03-03,"Buitron, Mexico",Mexico,Non-Fatal,Substantial,Airplane,PIPER,PA-31-350,No,2.0,,,0.0,0.0,0.0,2.0,,,
2021-03-03,"Lac Barron QC, Canada",Canada,Fatal,Substantial,Airplane,Wag-a-Bond Traveller,Wag-A-Bond,No,,,,1.0,0.0,0.0,0.0,,,
2021-03-04,"Yariguies, OF",Colombia,,,,Cessna,150,No,,,Instructional,0.0,0.0,0.0,0.0,,,
2021-03-05,"Sierpe river, OSA, Puntarenas, Philippines",Philippines,Non-Fatal,Substantial,Airplane,CESSNA,182,No,,,,0.0,0.0,0.0,1.0,,,
2021-03-05,"Bowen Island, Canada",Canada,Non-Fatal,Substantial,Helicopter,BELL,212,No,,,,0.0,2.0,0.0,0.0,,,
2021-03-11,"Bogota, Colombia",Colombia,,Minor,Airplane,AIRBUS,A300,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-13,"Rosh Pinna, Israel",Israel,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,,0.0,4.0,0.0,0.0,,,
2021-03-13,"Kohnan, Japan",Japan,Non-Fatal,Minor,Airplane,Honda,HA-420,No,,,,0.0,0.0,0.0,2.0,,,
2021-03-15,"Mexico City, Mexico",Mexico,,,Airplane,BOEING,747,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-15,"Pretoria, OF",South Africa,,Substantial,Helicopter,ROBINSON,R44,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-16,"Tijuana, Mexico",Mexico,,,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-16,"Lalpur Tanore, OF",Bangladesh,,Substantial,Airplane,CESSNA,152,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-17,"Leksand, OF",Sweden,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,,1.0,0.0,2.0,0.0,,,
2021-03-17,"La Cruz, Mexico",Mexico,,Unknown,Airplane,CESSNA,188,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-17,"Bordeaux, France",France,,Unknown,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-18,"Maiquetia, Venezuela",Venezuela,,,Airplane,MCDONNELL DOUGLAS,DC-9-83,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-19,"XIa Men City, China",China,Fatal,Unknown,Helicopter,BELL,206,No,,,,4.0,0.0,0.0,0.0,,,
2021-03-19,"Toledo, Spain",Spain,Non-Fatal,Substantial,Airplane,CESSNA,172,No,,,,0.0,0.0,0.0,2.0,,,
2021-03-20,"Jakarta, Indonesia",Indonesia,Non-Fatal,Destroyed,Airplane,BOEING,737,No,,,,0.0,0.0,0.0,4.0,,,
2021-03-20,"Ndetani, Kenya",Kenya,Fatal,Destroyed,Airplane,CESSNA,208,No,,,,2.0,0.0,0.0,0.0,,,
2021-03-22,"Dubai, Turks And Caicos",Turks And Caicos,Non-Fatal,,,BOEING,747,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-24,"Bogota, Colombia",Colombia,,,Airplane,777,FF2,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-24,"San Salvador, Spain",Spain,,,Airplane,BOEING,757-24APF,No,2.0,,,0.0,0.0,0.0,0.0,,,
2021-03-26,"Nairobi, Kenya",Kenya,Non-Fatal,Destroyed,Airplane,BEECH,200,No,,,,0.0,0.0,0.0,3.0,,,
2021-03-27,"Lima, Peru",Peru,Non-Fatal,Minor,Airplane,AIRBUS,A320,No,,,,0.0,0.0,0.0,116.0,,,
2021-03-27,"Bhopal, OF",India,,Substantial,Airplane,PARTENAVIA,P68,No,,,,0.0,0.0,0.0,0.0,,,
2021-03-27,"Jakarta, Indonesia",Indonesia,Non-Fatal,,,BOEING,737,No,,,,0.0,0.0,0.0,2.0,,,
2021-03-27,"Hermosillo, Mexico, Mexico",Mexico,Fatal,Unknown,Airplane,CESSNA,401,No,,,,7.0,0.0,0.0,0.0,,,
2021-03-27,"Warwickshire, United Kingdom",United Kingdom,Non-Fatal,Unknown,Airplane,BEECH,95B55,No,,,,0.0,0.0,0.0,3.0,,,
2021-03-30,"Quintana Roo, Mexico, Mexico",Mexico,Fatal,Unknown,Airplane,CESSNA,T206H,No,,,,2.0,0.0,0.0,0.0,,,
